# G8 closed-world candidate ledger: every row is an explicit retained/removed disposition.
# Frozen G7 rows are copied by ID and disposition; G8 additions are finite named candidates.
id	category	specifier-or-source	current_consumer_reachability	compatibility_proof	qa_proof	future_rung	recreation_cheaper_than_retention	decision_evidence	final_status
lifecycle:object:quote	lifecycle	object:quote	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:venue	lifecycle	object:venue	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:result	lifecycle	object:result	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:mission	lifecycle	object:mission	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:hypothesis	lifecycle	object:hypothesis	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:policy	lifecycle	object:policy	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:environment	lifecycle	object:environment	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:strategy	lifecycle	object:strategy	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:ticket	lifecycle	object:ticket	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:dataset	lifecycle	object:dataset	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:run	lifecycle	object:run	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:artifact	lifecycle	object:artifact	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:evaluation	lifecycle	object:evaluation	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:workspace	lifecycle	object:workspace	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:agent_definition	lifecycle	object:agent_definition	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:agent_session	lifecycle	object:agent_session	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:task	lifecycle	object:task	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:tool	lifecycle	object:tool	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:execution_environment	lifecycle	object:execution_environment	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:object:connection	lifecycle	object:connection	current schema object declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:participates_in	lifecycle	link:participates_in	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:offered_on	lifecycle	link:offered_on	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:quotes	lifecycle	link:quotes	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:lists	lifecycle	link:lists	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:settles	lifecycle	link:settles	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:tests	lifecycle	link:tests	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:has_leg	lifecycle	link:has_leg	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:uses	lifecycle	link:uses	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:executes_in	lifecycle	link:executes_in	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:produces	lifecycle	link:produces	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:derived_from	lifecycle	link:derived_from	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:evaluated_by	lifecycle	link:evaluated_by	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:performed_by	lifecycle	link:performed_by	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:gates	lifecycle	link:gates	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:belongs_to	lifecycle	link:belongs_to	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:grades_ticket	lifecycle	link:grades_ticket	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:grades_run	lifecycle	link:grades_run	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:grades_strategy	lifecycle	link:grades_strategy	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:grades_run_result	lifecycle	link:grades_run_result	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:assigned_to	lifecycle	link:assigned_to	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:delegated_by	lifecycle	link:delegated_by	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:delegates_to	lifecycle	link:delegates_to	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:link:spawned_from	lifecycle	link:spawned_from	current schema link declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:create_hypothesis	lifecycle	action:create_hypothesis	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:register_dataset_version	lifecycle	action:register_dataset_version	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:create_run	lifecycle	action:create_run	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:execute_deterministic_run	lifecycle	action:execute_deterministic_run	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:create_mission	lifecycle	action:create_mission	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:create_ticket	lifecycle	action:create_ticket	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:observe_ticket	lifecycle	action:observe_ticket	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:record_strategy_outcome	lifecycle	action:record_strategy_outcome	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:start_run	lifecycle	action:start_run	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:cancel_run	lifecycle	action:cancel_run	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:complete_run	lifecycle	action:complete_run	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:fail_run	lifecycle	action:fail_run	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:grade_ticket	lifecycle	action:grade_ticket	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:start_event	lifecycle	action:start_event	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:settle_event	lifecycle	action:settle_event	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:void_event	lifecycle	action:void_event	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:register_venue	lifecycle	action:register_venue	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:schedule_market_event	lifecycle	action:schedule_market_event	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:ingest_market_batch	lifecycle	action:ingest_market_batch	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:register_agent_definition	lifecycle	action:register_agent_definition	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:create_agent_session	lifecycle	action:create_agent_session	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:create_task	lifecycle	action:create_task	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:complete_task	lifecycle	action:complete_task	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:reassign_task	lifecycle	action:reassign_task	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:cancel_task	lifecycle	action:cancel_task	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:create_connection	lifecycle	action:create_connection	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:delete_connection	lifecycle	action:delete_connection	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:start_agent_session	lifecycle	action:start_agent_session	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:block_agent_session	lifecycle	action:block_agent_session	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:unblock_agent_session	lifecycle	action:unblock_agent_session	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:cancel_agent_session	lifecycle	action:cancel_agent_session	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:fail_agent_session	lifecycle	action:fail_agent_session	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:close_agent_session	lifecycle	action:close_agent_session	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:clarify_task	lifecycle	action:clarify_task	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:redirect_task	lifecycle	action:redirect_task	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:record_task_steering_delivery	lifecycle	action:record_task_steering_delivery	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:record_task_steering_refusal	lifecycle	action:record_task_steering_refusal	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:record_task_cancel_outcome	lifecycle	action:record_task_cancel_outcome	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:request_second_opinion	lifecycle	action:request_second_opinion	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:governed_review_task	lifecycle	action:governed_review_task	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:publish_artifact	lifecycle	action:publish_artifact	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:record_evaluation	lifecycle	action:record_evaluation	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
lifecycle:action:resolve_hypothesis	lifecycle	action:resolve_hypothesis	current schema action declaration remains consumer-visible ontology	exact identity, generated agreement, lifecycle experimental	golden-g8-schema-lifecycle exact=89 plus promotion red/restore-green	no promotion authorized; later schema order only	false	G8-LIFECYCLE-RETAIN-EXPERIMENTAL	retained
law-b:kernel:ensureGovernedReviewSchema	law-b-kernel	ensureGovernedReviewSchema	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:bindSourceWorkInAction	law-b-kernel	bindSourceWorkInAction	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:persistRefusal	law-b-kernel	persistRefusal	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:persistAttempt	law-b-kernel	persistAttempt	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:admitGovernedReviewTask	law-b-kernel	admitGovernedReviewTask	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:deliverGovernedReviewTask	law-b-kernel	deliverGovernedReviewTask	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:failGovernedReviewCompletion	law-b-kernel	failGovernedReviewCompletion	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:recordGovernedToolReceiptInAction	law-b-kernel	recordGovernedToolReceiptInAction	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
law-b:kernel:recordGovernedEvaluation	law-b-kernel	recordGovernedEvaluation	Kernel support mutation or schema door	private mutation is action-transaction-owned; public adapter reaches execute	golden-g8-kernel-proof law-b support tables and door inventory	G9 Report semantics remain outside this repair	false	G8-LAW-B-EXECUTE-OWNED	retained
